id	cluster_name	infomap	central_concept	concepticon_id	concepticon_gloss	family_frequency	language_frequency	word_frequency
816	infomap_38_HARD	38	HARD	3001	POWERFUL	22	216	295
817	infomap_1_GIVE	1	GIVE	987	REMAIN	68	626	872
818	infomap_85_HOT	85	HOT	1534	FEVER	67	591	729
819	infomap_15_LOW	15	LOW	1606	INSIDE	82	1160	1577
820	infomap_171_ANT	171	ANT	883	TERMITE	33	347	413
821	infomap_59_CATTLE	59	CATTLE	2096	ANIMAL OR MEAT	1	8	8
822	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	236	STEPMOTHER	51	329	384
823	infomap_105_AMOUNT	105	AMOUNT	2845	SIZE (OF OBJECT)	19	186	263
824	infomap_8_MIND	8	MIND	3206	ELF OR FAIRY	27	233	316
825	infomap_1_GIVE	1	GIVE	1574	FLOAT	68	698	804
826	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	212	FIELD	64	788	1148
827	infomap_76_GOAT	76	GOAT	1936	DEER	71	718	1221
828	infomap_98_RAFT	98	RAFT	1970	CANOE	82	921	1163
829	infomap_1_GIVE	1	GIVE	1468	LOOK FOR	89	1012	1589
830	infomap_161_HAPPINESS	161	HAPPINESS	2524	JOY	18	102	137
831	infomap_174_TORTOISE	174	TORTOISE	895	TORTOISE	18	203	231
832	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	652	PLAIN	60	437	689
833	infomap_1_GIVE	1	GIVE	1275	ANSWER	65	706	834
834	infomap_1_GIVE	1	GIVE	1621	SNEEZE	67	647	737
835	infomap_156_CHARCOAL	156	CHARCOAL	830	SOOT	3	151	201
836	infomap_8_MIND	8	MIND	2950	MEANING	17	98	125
837	infomap_22_WOUND	22	WOUND	165	WALLABY	31	354	391
838	infomap_28_LEG	28	LEG	1935	ANUS	9	133	137
839	infomap_31_HOUSE	31	HOUSE	1316	TENT	45	266	315
840	infomap_62_FIFTY	62	FIFTY	1030	NECESSARY	1	43	49
841	infomap_1_GIVE	1	GIVE	2862	CONNECT	22	189	217
842	infomap_1_GIVE	1	GIVE	1665	BEAT	5	210	318
843	infomap_1_GIVE	1	GIVE	1515	TEN	110	1288	1412
844	infomap_1_GIVE	1	GIVE	1735	TEAR (SHRED)	73	667	865
845	infomap_1_GIVE	1	GIVE	893	TIN (METAL)	1	74	75
846	infomap_61_THING	61	THING	2968	REASON	18	99	122
847	infomap_5_TREE	5	TREE	80	DOORPOST	34	248	293
848	infomap_35_IMMEDIATELY	35	IMMEDIATELY	1376	NOW	86	920	1125
849	infomap_13_RED	13	RED	1726	WET	126	1644	1980
850	infomap_1_GIVE	1	GIVE	2139	MUROID (MOUSE OR RAT)	66	415	605
851	infomap_23_HOOK	23	HOOK	286	NEEDLE TREE	14	22	24
852	infomap_74_I	74	I	1130	WE (EXCLUSIVE)	48	655	748
853	infomap_1_GIVE	1	GIVE	1940	GUARD	63	454	584
854	infomap_26_PERSON	26	PERSON	2983	COMPANIONSHIP	18	97	108
855	infomap_1_GIVE	1	GIVE	1890	BELIEVE	72	569	722
856	infomap_1_GIVE	1	GIVE	2872	IMPROVE (SOMETHING)	18	99	112
857	infomap_97_LIGHT (IGNITE)	97	LIGHT (IGNITE)	2043	PEACH	3	111	127
858	infomap_1_GIVE	1	GIVE	354	POUND	59	566	715
859	infomap_1_GIVE	1	GIVE	46	HOLLOW OUT	56	412	532
860	infomap_148_THEN	148	THEN	2921	THEN	20	106	135
861	infomap_1_GIVE	1	GIVE	37	LIBERATE	21	34	40
862	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	3	73	74
863	infomap_20_DARK	20	DARK	922	PEAR	4	68	68
864	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	1853	DOVE	66	743	904
865	infomap_147_PATERNAL GRANDFATHER	147	PATERNAL GRANDFATHER	2178	MATERNAL GRANDFATHER	2	129	135
866	infomap_1_GIVE	1	GIVE	2868	DRIVE (CATTLE)	20	112	120
867	infomap_101_CUT (WITH SCISSORS)	101	CUT (WITH SCISSORS)	2053	SMALL BOWL	4	84	148
868	infomap_34_BOWL	34	BOWL	1462	POT	84	1000	1857
869	infomap_1_GIVE	1	GIVE	1743	JOIN	66	628	904
870	infomap_124_BRASS INSTRUMENT (HORN OR TRUMPET)	124	BRASS INSTRUMENT (HORN OR TRUMPET)	777	FLUTE	55	410	507
871	infomap_1_GIVE	1	GIVE	1027	BUG	3	34	34
872	infomap_13_RED	13	RED	269	COOKED	65	674	731
873	infomap_189_CAULIFLOWER	189	CAULIFLOWER	774	CABBAGE	3	118	121
874	infomap_1_GIVE	1	GIVE	1778	APPROACH	57	342	461
875	infomap_163_MELT	163	MELT	1996	GET TIRED	19	114	135
876	infomap_61_THING	61	THING	2981	ITEM	18	101	111
877	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	965	WORLD	72	588	713
878	infomap_7_SPEAK	7	SPEAK	1711	TELL	77	637	757
879	infomap_34_BOWL	34	BOWL	864	PUMPKIN	58	486	567
880	infomap_21_WORM	21	WORM	95	SANDFLY	50	289	380
881	infomap_12_TIME	12	TIME	1323	CLOCK	52	341	381
882	infomap_1_GIVE	1	GIVE	3283	CAGE	1	8	8
883	infomap_30_KNIFE	30	KNIFE	290	ADZE	39	317	364
884	infomap_5_TREE	5	TREE	518	SPARK	22	242	291
885	infomap_56_SALTY	56	SALTY	2966	PERCH (FISH)	19	95	97
886	infomap_1_GIVE	1	GIVE	1590	WAIT (FOR)	35	627	708
887	infomap_1_GIVE	1	GIVE	2083	AXE (CLASSIFIER)	1	9	9
888	infomap_1_GIVE	1	GIVE	430	TWIST	7	231	622
889	infomap_1_GIVE	1	GIVE	2040	BUCKWHEAT	1	70	73
890	infomap_1_GIVE	1	GIVE	321	CHEW	77	593	690
891	infomap_1_GIVE	1	GIVE	2395	CONGEAL (BLOOD)	1	106	130
892	infomap_24_MOUTH	24	MOUTH	208	NASAL MUCUS (SNOT)	65	570	665
893	infomap_1_GIVE	1	GIVE	641	MUSHROOM	69	686	810
894	infomap_56_SALTY	56	SALTY	1906	SOUR	76	797	900
895	infomap_35_IMMEDIATELY	35	IMMEDIATELY	703	SOON	65	417	545
896	infomap_150_FEBRUARY	150	FEBRUARY	2850	JULY	22	179	193
897	infomap_37_HOLE	37	HOLE	2949	LAIR	22	144	160
898	infomap_1_GIVE	1	GIVE	568	RISE (MOVE UPWARDS)	71	529	761
899	infomap_18_END (OF SPACE)	18	END (OF SPACE)	863	EDGE	73	517	741
900	infomap_188_ATTENTIVE	188	ATTENTIVE	583	KIND OR POLITE	2	13	24
901	infomap_23_HOOK	23	HOOK	72	CLAW	115	914	1038
902	infomap_92_SERVANT	92	SERVANT	255	SERVANT	53	357	490
903	infomap_69_LETTER	69	LETTER	1497	POSTCARD	18	28	30
904	infomap_1_GIVE	1	GIVE	1932	GUESS	49	374	453
905	infomap_5_TREE	5	TREE	188	COMB OF BIRD	2	21	22
906	infomap_95_STALLION	95	STALLION	890	MULE	41	336	364
907	infomap_2_SEED	2	SEED	868	BANANA	80	1149	1464
908	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1760	YOUNGER BROTHER	70	698	759
909	infomap_41_TWO	41	TWO	1802	SCREW	21	33	40
910	infomap_145_PEACE	145	PEACE	48	BE SILENT	61	384	474
911	infomap_128_MARKET	128	MARKET	1699	SUNDAY	57	394	453
912	infomap_23_HOOK	23	HOOK	361	PEG	19	121	153
913	infomap_93_CLEVER	93	CLEVER	698	WISE	53	330	440
914	infomap_9_GOOD	9	GOOD	704	CLEAN	69	759	890
915	infomap_1_GIVE	1	GIVE	684	OWN	63	443	550
916	infomap_90_ROAR (OF SEA)	90	ROAR (OF SEA)	2877	RUSTLE (OF LEAVES)	16	91	106
917	infomap_88_TABLE	88	TABLE	4	COURTYARD	2	22	24
918	infomap_103_PINE	103	PINE	644	OAK	27	237	261
919	infomap_1_GIVE	1	GIVE	1897	HELP	71	650	781
920	infomap_162_SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	162	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	2700	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	1	18	18
921	infomap_118_DUCK	118	DUCK	1187	GOOSE	53	503	523
922	infomap_64_OLD	64	OLD	2112	OLD (AGED)	32	575	791
923	infomap_79_BIRD	79	BIRD	401	OPPRESS	1	9	10
924	infomap_2_SEED	2	SEED	1430	STAR	174	2573	2944
925	infomap_122_STOCKING	122	STOCKING	585	BOOT	55	367	439
926	infomap_9_GOOD	9	GOOD	1364	HEALTHY	71	455	712
927	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2264	DAUGHTER-IN-LAW (OF WOMAN)	54	295	359
928	infomap_7_SPEAK	7	SPEAK	2022	ADMIT	46	296	392
929	infomap_1_GIVE	1	GIVE	1403	BITE	154	2169	2523
930	infomap_85_HOT	85	HOT	2103	PAINFUL OR SICK	12	270	321
931	infomap_16_RIVER	16	RIVER	623	LAGOON	53	199	232
932	infomap_1_GIVE	1	GIVE	1438	FOOL	1	37	38
933	infomap_151_RARE	151	RARE	3105	UMBRELLA	3	49	53
934	infomap_111_MILK	111	MILK	154	UDDER	48	376	433
935	infomap_3_THAT	3	THAT	1340	WITH	43	274	388
936	infomap_9_GOOD	9	GOOD	90	INNOCENT	40	292	338
937	infomap_1_GIVE	1	GIVE	2129	BREAST OR MILK	1	8	8
938	infomap_9_GOOD	9	GOOD	1495	HAPPY	67	570	886
939	infomap_36_BRIGHT	36	BRIGHT	630	LIGHT (RADIATION)	98	990	1151
940	infomap_27_FUR	27	FUR	3346	TALL (PERSON)	1	7	7
941	infomap_1_GIVE	1	GIVE	3078	IRRIGATE	21	133	144
942	infomap_1_GIVE	1	GIVE	3005	FAMILIAR	19	103	117
943	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	3008	ECHIDNA	1	130	145
944	infomap_113_TUESDAY	113	TUESDAY	1695	TUESDAY	51	381	415
945	infomap_20_DARK	20	DARK	1807	AFTERNOON	88	711	821
946	infomap_35_IMMEDIATELY	35	IMMEDIATELY	2920	SUDDENLY	21	115	143
947	infomap_119_AT FIRST	119	AT FIRST	1882	BEFORE	75	652	857
948	infomap_34_BOWL	34	BOWL	271	SAUCER	37	258	297
949	infomap_1_GIVE	1	GIVE	106	SATIATED	5	104	104
950	infomap_1_GIVE	1	GIVE	2351	SILKWORM	1	18	19
951	infomap_1_GIVE	1	GIVE	847	THIRSTY	34	577	603
952	infomap_28_LEG	28	LEG	803	ANKLE	62	511	577
953	infomap_1_GIVE	1	GIVE	2366	ONION	27	272	280
954	infomap_27_FUR	27	FUR	3315	FLAX	7	98	161
955	infomap_1_GIVE	1	GIVE	825	AWAKE	5	78	101
956	infomap_1_GIVE	1	GIVE	1777	RESEMBLE	4	152	458
957	infomap_119_AT FIRST	119	AT FIRST	1883	IN FRONT OF	75	473	620
958	infomap_1_GIVE	1	GIVE	2270	SAGO	33	418	454
959	infomap_26_PERSON	26	PERSON	1554	MAN	192	2208	2749
960	infomap_117_PIG	117	PIG	1351	SOW (FEMALE PIG)	46	315	365
961	infomap_77_STINKING	77	STINKING	1728	ROTTEN	99	1179	1639
962	infomap_94_TOMORROW	94	TOMORROW	1174	YESTERDAY	119	1561	1661
963	infomap_84_SWEET POTATO	84	SWEET POTATO	925	CASSAVA	67	460	533
964	infomap_12_TIME	12	TIME	1225	DAY (NOT NIGHT)	94	1049	1178
965	infomap_1_GIVE	1	GIVE	2684	CAPRINE (GOAT OR SHEEP)	3	84	87
966	infomap_76_GOAT	76	GOAT	820	LAMB	45	376	477
967	infomap_139_PART	139	PART	594	PIECE	36	170	211
968	infomap_29_BAT	29	BAT	905	BORING	2	12	12
969	infomap_15_LOW	15	LOW	1246	SMALL	167	2338	2995
970	infomap_45_CAT	45	CAT	2009	DOG	192	2693	3258
971	infomap_93_CLEVER	93	CLEVER	2218	EXPERIENCED	2	12	13
972	infomap_12_TIME	12	TIME	1226	YEAR	90	1117	1212
973	infomap_85_HOT	85	HOT	2272	HOT OR WARM	59	376	437
974	infomap_1_GIVE	1	GIVE	183	BAKE	62	410	466
975	infomap_145_PEACE	145	PEACE	258	CALM	45	265	337
976	infomap_69_LETTER	69	LETTER	397	BIRTH CERTIFICATE	19	29	35
977	infomap_94_TOMORROW	94	TOMORROW	2802	SAGO GRUB	5	25	25
978	infomap_1_GIVE	1	GIVE	1172	SHOOT	97	1241	1489
979	infomap_87_MACHINE	87	MACHINE	144	MACHINE	21	112	138
980	infomap_36_BRIGHT	36	BRIGHT	250	LIGHT (COLOR)	55	354	428
981	infomap_126_NUMBER	126	NUMBER	766	MENSTRUATION	1	5	6
982	infomap_2_SEED	2	SEED	1222	PENIS	87	1244	1574
983	infomap_83_TIN OR TINPLATE	83	TIN OR TINPLATE	759	SILVER	64	754	819
984	infomap_91_MASON	91	MASON	1042	CARPENTER	40	356	390
985	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	171	MOTHER'S SISTER	54	298	404
986	infomap_15_LOW	15	LOW	690	BOTTOM	61	336	450
987	infomap_70_NOTHING	70	NOTHING	1144	WITNESS	42	288	320
988	infomap_6_TALL	6	TALL	1244	THICK	102	1198	1480
989	infomap_155_BOTHER (HARASS)	155	BOTHER (HARASS)	2883	DISTURB	17	101	113
990	infomap_18_END (OF SPACE)	18	END (OF SPACE)	192	CORNER	70	475	579
991	infomap_25_BLAME	25	BLAME	1293	MISTAKE	63	547	707
992	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	626	LAND	73	578	968
993	infomap_115_IDOL	115	IDOL	216	MOVIE	20	53	61
994	infomap_82_SWAY	82	SWAY	2873	MOVE (AFFECT EMOTIONALLY)	17	92	105
995	infomap_1_GIVE	1	GIVE	1684	BUD	4	120	166
996	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	1399	CLAY	71	549	650
997	infomap_1_GIVE	1	GIVE	2509	EXCHANGE	5	116	117
998	infomap_17_VINE	17	VINE	1966	BUNCH	47	387	521
999	infomap_25_BLAME	25	BLAME	2971	SIN	20	149	166
1000	infomap_80_OTHER	80	OTHER	2504	DIFFERENT	31	203	240
1001	infomap_65_FISH	65	FISH	227	FISH	164	2270	2764
1002	infomap_82_SWAY	82	SWAY	2967	PIKE (FISH)	18	96	100
1003	infomap_12_TIME	12	TIME	1537	SPRINGTIME	59	565	709
1004	infomap_1_GIVE	1	GIVE	1334	GUTS	21	436	515
1005	infomap_1_GIVE	1	GIVE	38	SPREAD OUT	65	585	1104
1006	infomap_90_ROAR (OF SEA)	90	ROAR (OF SEA)	2888	TINKLE	16	92	104
1007	infomap_88_TABLE	88	TABLE	2952	SLAB	16	95	103
1008	infomap_1_GIVE	1	GIVE	148	ITCH	62	664	833
1009	infomap_19_CHIEFTAIN	19	CHIEFTAIN	861	JUDGE	41	272	359
1010	infomap_1_GIVE	1	GIVE	2647	CATTY (MASS UNIT)	3	75	75
1011	infomap_69_LETTER	69	LETTER	167	MAIL	19	31	33
1012	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	1300	COUNTRY	67	645	925
1013	infomap_72_MUTE	72	MUTE	1899	MAD	59	401	585
1014	infomap_11_CLOTH	11	CLOTH	2130	HEADGEAR	66	353	485
1015	infomap_173_PARROT	173	PARROT	882	PARROT	69	523	603
1016	infomap_1_GIVE	1	GIVE	3295	BRAID (VERB)	3	62	66
1017	infomap_92_SERVANT	92	SERVANT	1072	PRISONER	52	285	434
1018	infomap_155_BOTHER (HARASS)	155	BOTHER (HARASS)	2869	BOTHER (HARASS)	18	99	125
1019	infomap_3_THAT	3	THAT	2092	HIS OR HER	7	241	361
1020	infomap_36_BRIGHT	36	BRIGHT	2495	ELEPHANT TUSK	3	22	24
1021	infomap_1_GIVE	1	GIVE	1750	CHOOSE	71	801	966
1022	infomap_1_GIVE	1	GIVE	1921	PLOUGH	42	442	606
1023	infomap_17_VINE	17	VINE	670	ROOT	166	2185	2503
1024	infomap_19_CHIEFTAIN	19	CHIEFTAIN	823	SORCERER	4	212	257
1025	infomap_2_SEED	2	SEED	1077	WHEAT	43	506	651
1026	infomap_50_STONE OR ROCK	50	STONE OR ROCK	295	WHETSTONE	22	42	45
1027	infomap_1_GIVE	1	GIVE	676	SHIT (DEFECATE)	75	657	861
1028	infomap_99_WOMAN	99	WOMAN	1551	FEMALE	51	446	514
1029	infomap_1_GIVE	1	GIVE	2893	NOTICE (SOMETHING)	18	102	128
1030	infomap_1_GIVE	1	GIVE	2238	KNOW OR BE ABLE	4	85	88
1031	infomap_1_GIVE	1	GIVE	2248	KNOW (SOMEBODY)	5	75	75
1032	infomap_22_WOUND	22	WOUND	3195	DAMAGE OR INJURE	48	283	425
1033	infomap_1_GIVE	1	GIVE	1588	TURN	80	1135	1438
1034	infomap_82_SWAY	82	SWAY	2861	BUDGE (ONESELF)	20	102	115
1035	infomap_1_GIVE	1	GIVE	897	SWALLOW	81	988	1082
1036	infomap_27_FUR	27	FUR	580	FUR	82	668	945
1037	infomap_15_LOW	15	LOW	2094	DOWN OR BELOW	56	333	493
1038	infomap_49_CRAB	49	CRAB	2655	JACKFRUIT	4	70	74
1039	infomap_190_SAGO THATCH	190	SAGO THATCH	841	FISHING SPEAR	12	121	130
1040	infomap_90_ROAR (OF SEA)	90	ROAR (OF SEA)	2879	SOUND (OF INSTRUMENT OR VOICE)	19	109	126
1041	infomap_39_BARK	39	BARK	1320	APPLE	21	210	247
1042	infomap_27_FUR	27	FUR	964	WOOL	53	523	696
1043	infomap_61_THING	61	THING	844	KIND (THING)	17	122	148
1044	infomap_156_CHARCOAL	156	CHARCOAL	1188	CHARCOAL	76	873	998
1045	infomap_12_TIME	12	TIME	3231	DEITY	35	202	227
1046	infomap_1_GIVE	1	GIVE	275	PEEL	65	483	644
1047	infomap_15_LOW	15	LOW	2191	LOW (HEIGHT)	1	18	19
1048	infomap_23_HOOK	23	HOOK	272	TONGS	44	329	373
1049	infomap_186_LAME	186	LAME	366	LIMP	59	337	391
1050	infomap_1_GIVE	1	GIVE	1608	LISTEN	72	729	817
1051	infomap_1_GIVE	1	GIVE	2030	DRAG	22	218	293
1052	infomap_161_HAPPINESS	161	HAPPINESS	2996	WEALTH	19	102	117
1053	infomap_1_GIVE	1	GIVE	2326	TAKE OFF ONE'S CLOTHES	1	8	8
1054	infomap_30_KNIFE	30	KNIFE	151	RAZOR	44	401	518
1055	infomap_39_BARK	39	BARK	763	SKIN	190	2302	3025
1056	infomap_1_GIVE	1	GIVE	413	CARRY ON SHOULDER	66	426	515
1057	infomap_142_PROUD	142	PROUD	2412	THANK (SOMBEODY)	1	21	22
1058	infomap_36_BRIGHT	36	BRIGHT	1052	LIGHT (WEIGHT)	67	754	829
1059	infomap_1_GIVE	1	GIVE	215	LIE DOWN	126	1307	1576
1060	infomap_63_BEESWAX	63	BEESWAX	2131	TORCH OR LAMP	61	336	512
1061	infomap_59_CATTLE	59	CATTLE	312	TAPIR	32	110	119
1062	infomap_1_GIVE	1	GIVE	967	YEAST	1	8	8
1063	infomap_80_OTHER	80	OTHER	109	FOREIGN	20	106	126
1064	infomap_2_SEED	2	SEED	124	THORN	22	502	580
1065	infomap_1_GIVE	1	GIVE	149	ITCHY	5	135	147
1066	infomap_33_FROST	33	FROST	1287	COLD	152	1955	2327
1067	infomap_31_HOUSE	31	HOUSE	2406	HOME	21	308	420
1068	infomap_1_GIVE	1	GIVE	2153	CARRY PERSON ON BACK	2	121	139
1069	infomap_75_PATH	75	PATH	318	FOOTPRINT	63	484	553
1070	infomap_27_FUR	27	FUR	36	PUBIC HAIR	52	294	325
1071	infomap_1_GIVE	1	GIVE	2224	BEND (SOMETHING)	22	218	300
1072	infomap_51_FOG	51	FOG	2	DUST	100	1294	1553
1073	infomap_89_WOLF	89	WOLF	3313	JACKAL	7	58	78
1074	infomap_1_GIVE	1	GIVE	1117	LIKE	21	245	272
1075	infomap_1_GIVE	1	GIVE	3065	SADDLE	3	81	83
1076	infomap_94_TOMORROW	94	TOMORROW	729	DAWN	70	766	1131
1077	infomap_34_BOWL	34	BOWL	1378	SPOON	75	638	771
1078	infomap_164_BAG	164	BAG	2468	BAG	25	296	331
1079	infomap_143_ALCOHOL (FERMENTED DRINK)	143	ALCOHOL (FERMENTED DRINK)	404	ALCOHOL (FERMENTED DRINK)	59	357	416
1080	infomap_74_I	74	I	2634	WE TWO	11	157	171
1081	infomap_11_CLOTH	11	CLOTH	916	LINEN	20	218	281
1082	infomap_11_CLOTH	11	CLOTH	2413	SARONG	3	42	49
1083	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2254	FATHER-IN-LAW (OF WOMAN)	51	319	373
1084	infomap_47_NECKLACE	47	NECKLACE	1333	NECK	162	2305	2672
1085	infomap_48_SHOULDER	48	SHOULDER	284	HOE	45	728	838
1086	infomap_1_GIVE	1	GIVE	1408	HEAR	156	2099	2474
1087	infomap_48_SHOULDER	48	SHOULDER	1886	ARMPIT	68	1014	1141
1088	infomap_25_BLAME	25	BLAME	161	MISS (A TARGET)	55	302	366
1089	infomap_151_RARE	151	RARE	2795	MOSQUITO NET	3	71	71
1090	infomap_1_GIVE	1	GIVE	1186	LAST (ENDURE)	52	302	383
1091	infomap_1_GIVE	1	GIVE	2059	FOLK SONG	1	66	69
1092	infomap_17_VINE	17	VINE	3007	EUCALYPT	3	63	68
1093	infomap_41_TWO	41	TWO	1498	TWO	193	2388	2708
1094	infomap_181_BACK (DIRECTION)	181	BACK (DIRECTION)	2911	BACKWARD	20	113	124
1095	infomap_116_MILL	116	MILL	636	MILL	43	378	417
1096	infomap_1_GIVE	1	GIVE	2466	WEIGHT	19	196	238
1097	infomap_22_WOUND	22	WOUND	1189	ULCER	4	76	78
1098	infomap_1_GIVE	1	GIVE	998	PUT	65	800	1044
1099	infomap_23_HOOK	23	HOOK	337	PITCHFORK	35	247	321
1100	infomap_70_NOTHING	70	NOTHING	1269	NO	110	878	1176
1101	infomap_49_CRAB	49	CRAB	632	LIZARD	67	490	588
1102	infomap_42_HOW	42	HOW	1157	BECAUSE	66	565	758
1103	infomap_2_SEED	2	SEED	1392	LOUSE	184	2321	2746
1104	infomap_53_HEAD	53	HEAD	2992	TIP (OF OBJECT)	21	124	159
1105	infomap_139_PART	139	PART	816	HALF	73	569	692
1106	infomap_16_RIVER	16	RIVER	645	OCEAN	51	284	335
1107	infomap_188_ATTENTIVE	188	ATTENTIVE	1908	ATTENTIVE	2	12	13
1108	infomap_1_GIVE	1	GIVE	898	TRADE	2	9	9
1109	infomap_16_RIVER	16	RIVER	3311	FLOWING BODY OF WATER	7	25	71
1110	infomap_1_GIVE	1	GIVE	2575	DO OR MAKE	58	430	561
1111	infomap_1_GIVE	1	GIVE	2885	HERD (SOMETHING)	19	102	113
1112	infomap_33_FROST	33	FROST	1977	DEW	63	822	885
1113	infomap_77_STINKING	77	STINKING	1586	SMELL (PERCEIVE)	83	1215	1391
1114	infomap_6_TALL	6	TALL	1203	LONG	152	2343	2692
1115	infomap_6_TALL	6	TALL	1992	MORE	59	357	464
1116	infomap_3_THAT	3	THAT	1211	HE	54	464	554
1117	infomap_173_PARROT	173	PARROT	886	PARAKEET	13	53	71
1118	infomap_77_STINKING	77	STINKING	375	SNIFF	53	310	384
1119	infomap_1_GIVE	1	GIVE	485	DISAPPEAR	65	541	689
1120	infomap_21_WORM	21	WORM	1858	FISHERMAN	59	289	337
1121	infomap_122_STOCKING	122	STOCKING	2756	IDLE	1	26	26
1122	infomap_1_GIVE	1	GIVE	2455	DREAMING OR DREAM	3	215	223
1123	infomap_1_GIVE	1	GIVE	2209	BECOME EXTINGUISHED	1	36	42
1124	infomap_40_CIRCLE	40	CIRCLE	760	KNOT	68	548	623
1125	infomap_36_BRIGHT	36	BRIGHT	989	CLEAR	45	342	491
1126	infomap_3_THAT	3	THAT	2927	FROM HERE	20	103	123
1127	infomap_2_SEED	2	SEED	611	HARVEST	48	360	507
1128	infomap_1_GIVE	1	GIVE	1278	VOMIT	97	1449	1674
1129	infomap_1_GIVE	1	GIVE	1441	FLY (MOVE THROUGH AIR)	151	1754	2132
1130	infomap_37_HOLE	37	HOLE	1667	HOLE	89	1008	1265
1131	infomap_57_PRICE	57	PRICE	1914	DEBT	48	300	348
1132	infomap_5_TREE	5	TREE	280	RIDGEPOLE	45	321	361
1133	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	1391	TOWN	68	673	810
1134	infomap_173_PARROT	173	PARROT	1799	HYENA	3	202	249
1135	infomap_11_CLOTH	11	CLOTH	326	CLOAK	38	255	339
1136	infomap_1_GIVE	1	GIVE	1142	URINE	28	892	970
1137	infomap_1_GIVE	1	GIVE	86	SIEVE	57	383	568
1138	infomap_18_END (OF SPACE)	18	END (OF SPACE)	801	RIB	76	844	947
1139	infomap_67_GUNPOWDER	67	GUNPOWDER	2484	SMALL (NOT TALL)	1	16	16
1140	infomap_1_GIVE	1	GIVE	856	HIRE	20	31	40
1141	infomap_78_JAW	78	JAW	16	SLED	24	121	140
1142	infomap_1_GIVE	1	GIVE	1444	TURN AROUND	20	161	190
1143	infomap_1_GIVE	1	GIVE	988	ACQUIT	31	224	258
1144	infomap_132_CORPSE	132	CORPSE	2101	BE DEAD OR DIE	60	501	828
1145	infomap_5_TREE	5	TREE	1763	CLUB	66	489	633
1146	infomap_117_PIG	117	PIG	1348	BOAR	49	397	477
1147	infomap_1_GIVE	1	GIVE	1651	TEAR (OF EYE)	80	953	1096
1148	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	1	67	71
1149	infomap_31_HOUSE	31	HOUSE	769	ROOF	83	639	733
1150	infomap_1_GIVE	1	GIVE	749	ENTER	82	877	1050
1151	infomap_5_TREE	5	TREE	450	CUSHMA	6	18	18
1152	infomap_1_GIVE	1	GIVE	2559	FEEL (TACTUALLY)	19	127	149
1153	infomap_77_STINKING	77	STINKING	42	STINKING	66	608	750
1154	infomap_40_CIRCLE	40	CIRCLE	1845	BALL	58	406	521
1155	infomap_167_GEBANG PALM	167	GEBANG PALM	3029	SUGAR PALM	3	51	54
1156	infomap_29_BAT	29	BAT	467	CRAYFISH	1	199	215
1157	infomap_1_GIVE	1	GIVE	991	FRY	25	271	301
1158	infomap_48_SHOULDER	48	SHOULDER	1291	BACK	138	1697	1921
1159	infomap_23_HOOK	23	HOOK	1382	NEEDLE (FOR SEWING)	81	739	796
1160	infomap_46_SOFT	46	SOFT	1954	GENTLE	20	172	199
1161	infomap_1_GIVE	1	GIVE	1997	PRESERVE	62	455	610
1162	infomap_1_GIVE	1	GIVE	1044	PILLOW	65	601	685
1163	infomap_1_GIVE	1	GIVE	3237	ALLOW OR PERMIT	44	265	374
1164	infomap_33_FROST	33	FROST	2783	SCALES (MEASURE INSTRUMENT)	3	43	43
1165	infomap_1_GIVE	1	GIVE	1828	ASK (REQUEST)	74	662	851
1166	infomap_63_BEESWAX	63	BEESWAX	1517	WASP	62	420	525
1167	infomap_1_GIVE	1	GIVE	1500	FOUR	129	1405	1519
1168	infomap_60_GRIEF	60	GRIEF	1875	REGRET	49	328	456
1169	infomap_60_GRIEF	60	GRIEF	56	BAD LUCK	48	373	547
1170	infomap_17_VINE	17	VINE	2322	LAME PERSON	3	101	113
1171	infomap_64_OLD	64	OLD	907	OLD WOMAN	90	791	918
